ala,arg,asn,asp,cys,glu,gln,gly,his,ile,leu,lys,met,phe,pro,ser,thr,trp,tyr,val,type,frontier_type,growth_pred,growth_pred_var,round,environment,strain,fitness,num_aa_removed
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4080673810839653,0.0311764250186871,2,aerobic,S. gordonii CH1,0.0012350126074203,15
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.1774589297920465,0.0077475991961172,2,aerobic,S. gordonii CH1,0.0012350126074203,15
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.1779951739311218,0.0244466629394505,2,aerobic,S. gordonii CH1,0.0012350126074203,15
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.2044558605551719,0.0186553540256856,2,aerobic,S. gordonii CH1,0.0011818293733842,15
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.1752865779399871,0.0281192322632885,2,aerobic,S. gordonii CH1,0.0011818293733842,15
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3740374094247818,0.0216409746397235,2,aerobic,S. gordonii CH1,0.0011818293733842,15
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.2259497833251953,0.0245054018848616,2,aerobic,S. gordonii CH1,0.0011818293733842,15
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.2704587565362453,0.0226201739969509,2,aerobic,S. gordonii CH1,0.0011816548090888,15
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4015737575292587,0.034849792793669,2,aerobic,S. gordonii CH1,0.0011630442683724,15
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.1063946269452571,0.0102114996698824,2,aerobic,S. gordonii CH1,0.0011630442683724,15
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,ROLLOUT_PROB,BEYOND,0.0662733230739831,0.0107016778079575,2,aerobic,S. gordonii CH1,0.0011630442683724,15
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3218550007045269,0.0380739743173818,2,aerobic,S. gordonii CH1,0.0011522673260196,15
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.3217413039505482,0.0290971486814984,2,aerobic,S. gordonii CH1,0.0011522673260196,15
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.2136959871277213,0.0300150649574078,2,aerobic,S. gordonii CH1,0.0011522673260196,15
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.2520112960040569,0.0294252440401491,2,aerobic,S. gordonii CH1,0.0011522673260196,15
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.1248866843432188,0.0121026544073093,2,aerobic,S. gordonii CH1,0.0011522673260196,15
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.1951408119499683,0.0277549046519921,2,aerobic,S. gordonii CH1,0.000619386807061,15
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.1889070861041545,0.0167983501372065,2,aerobic,S. gordonii CH1,0.0005815221341862,15
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.0585266435146331,0.0107604317137271,2,aerobic,S. gordonii CH1,0.0005761336630098,15
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.2300396516360342,0.027058022198351,2,aerobic,S. gordonii CH1,0.0005761336630098,15
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5816788443922997,0.0387554955917835,2,aerobic,S. gordonii CH1,0.5358804559218139,14
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.3945844632387161,0.0303124711042714,2,aerobic,S. gordonii CH1,0.3846286403584353,14
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3139152809977531,0.033814229224769,2,aerobic,S. gordonii CH1,0.135910377939185,14
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5594570982456207,0.0237169788340132,2,aerobic,S. gordonii CH1,0.0337282837828014,14
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5427351631224155,0.0256686565501963,2,aerobic,S. gordonii CH1,0.0123501260742036,14
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4205115452408791,0.0298803536244256,2,aerobic,S. gordonii CH1,0.0076807562590778,14
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4189701294898987,0.0364633324546425,2,aerobic,S. gordonii CH1,0.0070909762403053,14
0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.3155227114260197,0.0366169390789741,2,aerobic,S. gordonii CH1,0.0065000615536131,14
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.357847503721714,0.0421230426778744,2,aerobic,S. gordonii CH1,0.0034891328051173,14
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.3637578836083412,0.0273355418536941,2,aerobic,S. gordonii CH1,0.003096934035305,14
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,ROLLOUT_PROB,BEYOND,0.2077188202738762,0.0309957508669436,2,aerobic,S. gordonii CH1,0.0029545734334605,14
0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.4275453558564186,0.034459703535061,2,aerobic,S. gordonii CH1,0.0023636587467684,14
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.2765487079322338,0.0309738649491111,2,aerobic,S. gordonii CH1,0.0023633096181777,14
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.2251504039764404,0.0226631654332155,2,aerobic,S. gordonii CH1,0.001858160421183,14
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.2743583959341049,0.0166805127109525,2,aerobic,S. gordonii CH1,0.0018525189111305,14
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.2696418736875057,0.0289600951266702,2,aerobic,S. gordonii CH1,0.0018525189111305,14
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,ROLLOUT_PROB,BEYOND,0.0775391235947609,0.0127484293257872,2,aerobic,S. gordonii CH1,0.0018525189111305,14
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5437237322330475,0.0366481951574434,2,aerobic,S. gordonii CH1,0.0018525189111305,14
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5042488551139832,0.022068655488137,2,aerobic,S. gordonii CH1,0.0017727440600763,14
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.2552856428921222,0.0350038925379327,2,aerobic,S. gordonii CH1,0.0017727440600763,14
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.2480993276834487,0.0328530101500047,2,aerobic,S. gordonii CH1,0.0017727440600763,14
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3552128529548645,0.0350781394601326,2,aerobic,S. gordonii CH1,0.0017724822136333,14
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3695097158849239,0.0299124952343763,2,aerobic,S. gordonii CH1,0.0017724822136333,14
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3332449102401733,0.0269239905681259,2,aerobic,S. gordonii CH1,0.0017445664025586,14
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5108872777223588,0.0270894141135429,2,aerobic,S. gordonii CH1,0.0017445664025586,14
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.1814214898645877,0.0337469202105369,2,aerobic,S. gordonii CH1,0.0017445664025586,14
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3513994259387255,0.0244684713353088,2,aerobic,S. gordonii CH1,0.001238773614122,14
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,ROLLOUT_PROB,BEYOND,0.2254705640673637,0.0324540124566769,2,aerobic,S. gordonii CH1,0.001238773614122,14
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.2444015374779701,0.0220077096733444,2,aerobic,S. gordonii CH1,0.0012350126074203,14
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.2008972269296646,0.0225839130399782,2,aerobic,S. gordonii CH1,0.0012350126074203,14
0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.192453863620758,0.0143748004582753,2,aerobic,S. gordonii CH1,0.0011818293733842,14
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,ROLLOUT_PROB,FRONTIER,0.2817900763452053,0.031045135281741,2,aerobic,S. gordonii CH1,0.0011818293733842,14
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,ROLLOUT_PROB,BEYOND,0.2410751585662364,0.0220921422879807,2,aerobic,S. gordonii CH1,0.0011816548090888,14
0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.2863977918028831,0.0246700257855156,2,aerobic,S. gordonii CH1,0.0011630442683724,14
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5896970438957214,0.0340659467944435,2,aerobic,S. gordonii CH1,0.0011630442683724,14
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4118443194031715,0.0388968259305508,2,aerobic,S. gordonii CH1,0.0011630442683724,14
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5176904293894767,0.0356741453554361,2,aerobic,S. gordonii CH1,0.0011630442683724,14
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4985812422633171,0.0261008538432851,2,aerobic,S. gordonii CH1,0.0011522673260196,14
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.1674675185978412,0.017900316491612,2,aerobic,S. gordonii CH1,0.0011522673260196,14
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4572010046243667,0.0285109980347401,2,aerobic,S. gordonii CH1,0.0011522673260196,14
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3327598103880882,0.0241868761067875,2,aerobic,S. gordonii CH1,0.000619386807061,14
0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,ROLLOUT_PROB,BEYOND,0.1230487541854381,0.0134666574741831,2,aerobic,S. gordonii CH1,0.000619386807061,14
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.1965700934827327,0.0210143628773192,2,aerobic,S. gordonii CH1,0.000619386807061,14
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,ROLLOUT_PROB,BEYOND,0.2317563720047473,0.0228438984828489,2,aerobic,S. gordonii CH1,0.0005815221341862,14
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,ROLLOUT_PROB,BEYOND,0.0575961534678936,0.0116108116833344,2,aerobic,S. gordonii CH1,0.0005815221341862,14
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3573263791203498,0.0181440901814318,2,aerobic,S. gordonii CH1,0.0005815221341862,14
1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,RANDOM,BEYOND,0.0291216100752353,0.0129091290170976,2,aerobic,S. gordonii CH1,0.0005815221341862,14
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.573647471666336,0.0405403310623773,2,aerobic,S. gordonii CH1,0.4585497968730764,13
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4902216422557831,0.0219213771743715,2,aerobic,S. gordonii CH1,0.0271780606090445,13
0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.54190673828125,0.0277139307445973,2,aerobic,S. gordonii CH1,0.021893079194373,13
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4927546644210815,0.033054358414117,2,aerobic,S. gordonii CH1,0.0117683493341591,13
0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.2424827975779772,0.0404335415676256,2,aerobic,S. gordonii CH1,0.0043225441259712,13
0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,ROLLOUT_PROB,FRONTIER,0.2584509035944938,0.042245584671461,2,aerobic,S. gordonii CH1,0.0035449644272666,13
0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.0905955375730991,0.0158029179477925,2,aerobic,S. gordonii CH1,0.0023636587467684,13
0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.4410029777884483,0.0389259473985362,2,aerobic,S. gordonii CH1,0.0023633096181777,13
0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.1783286303281784,0.0268058960892946,2,aerobic,S. gordonii CH1,0.001858160421183,13
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,RANDOM,BEYOND,0.0939269359409809,0.0142891193753358,2,aerobic,S. gordonii CH1,0.0018525189111305,13
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,ROLLOUT_PROB,FRONTIER,0.2520711714029312,0.0238388366397349,2,aerobic,S. gordonii CH1,0.0017727440600763,13
0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4844297987222671,0.0258862090615408,2,aerobic,S. gordonii CH1,0.0017724822136333,13
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.6249292707443237,0.0341474793877875,2,aerobic,S. gordonii CH1,0.0017284009890294,13
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,ROLLOUT_PROB,FRONTIER,0.5883211123943329,0.0328972503593258,2,aerobic,S. gordonii CH1,0.001238773614122,13
0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,ROLLOUT_PROB,BEYOND,0.160300255343318,0.0131363107365445,2,aerobic,S. gordonii CH1,0.0012350126074203,13
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.1233804875612259,0.020417630912389,2,aerobic,S. gordonii CH1,0.0012350126074203,13
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,ROLLOUT_PROB,FRONTIER,0.2690012927353382,0.0319068331038513,2,aerobic,S. gordonii CH1,0.0011818293733842,13
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5157682514190673,0.0226546691906569,2,aerobic,S. gordonii CH1,0.0011630442683724,13
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,ROLLOUT_PROB,FRONTIER,0.2843894322216511,0.0269717825306504,2,aerobic,S. gordonii CH1,0.000619386807061,13
0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,ROLLOUT_PROB,BEYOND,0.0529000599868595,0.010756040548201,2,aerobic,S. gordonii CH1,0.000619386807061,13
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4678917515277863,0.0412210908526579,2,aerobic,S. gordonii CH1,0.0005908274045444,13
0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3149981778860092,0.0232147734109731,2,aerobic,S. gordonii CH1,0.0005815221341862,13
1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,RANDOM,FRONTIER,0.2985464222729206,0.0349647134602478,2,aerobic,S. gordonii CH1,0.0,13
0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3038200995326042,0.0322354035678599,2,aerobic,S. gordonii CH1,0.0051852029670883,12
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,ROLLOUT_PROB,FRONTIER,0.3296197634935379,0.0421333698347156,2,aerobic,S. gordonii CH1,0.0047273174935368,12
0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,ROLLOUT_PROB,FRONTIER,0.5369014903903008,0.032970479524051,2,aerobic,S. gordonii CH1,0.0041364028068447,12
0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.4104227039217949,0.0394202409234728,2,aerobic,S. gordonii CH1,0.0029541370227222,12
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,ROLLOUT_PROB,BEYOND,0.0796879991888999,0.0095062663003093,2,aerobic,S. gordonii CH1,0.0018525189111305,12
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,RANDOM,FRONTIER,0.426218096613884,0.0250299713758615,2,aerobic,S. gordonii CH1,0.0017727440600763,12
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.5036034110188484,0.029942335071938,2,aerobic,S. gordonii CH1,0.0017727440600763,12
0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,ROLLOUT_PROB,FRONTIER,0.3697798332571983,0.026715134046973,2,aerobic,S. gordonii CH1,0.0011816548090888,12
0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,ROLLOUT_PROB,FRONTIER,0.2684470869600773,0.0247652745631785,2,aerobic,S. gordonii CH1,0.0023636587467684,11
1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,ROLLOUT_PROB,BEYOND,0.2387978091835975,0.0250789206129145,2,aerobic,S. gordonii CH1,0.0035454881201526,10
0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,RANDOM,BEYOND,0.0,0.0093342913740005,2,aerobic,S. gordonii CH1,0.0024700252148407,10
0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,RANDOM,BEYOND,0.1445569628477096,0.0232655229587198,2,aerobic,S. gordonii CH1,0.0023636587467684,10
0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,RANDOM,BEYOND,0.060020118355751,0.0090800131126742,2,aerobic,S. gordonii CH1,0.001858160421183,10
0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,ROLLOUT_PROB,BEYOND,0.1009834691882133,0.0110106485064593,2,aerobic,S. gordonii CH1,0.001858160421183,10
1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,RANDOM,BEYOND,0.130087523907423,0.0167424480570103,2,aerobic,S. gordonii CH1,0.0017727440600763,10
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,RANDOM,BEYOND,0.1603445114195346,0.0210158364663215,2,aerobic,S. gordonii CH1,0.000619386807061,10
0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,RANDOM,BEYOND,0.090875346660614,0.0170874752850767,2,aerobic,S. gordonii CH1,0.0074897376191276,9
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,ROLLOUT_PROB,FRONTIER,0.3246616947650909,0.0319487229263185,2,aerobic,S. gordonii CH1,0.0041364028068447,9
0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,RANDOM,FRONTIER,0.2920213979482651,0.0483567808018828,2,aerobic,S. gordonii CH1,0.0040329356410687,9
0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,ROLLOUT_PROB,FRONTIER,0.3059093299508095,0.0212718911094541,2,aerobic,S. gordonii CH1,0.0029541370227222,9
1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,RANDOM,FRONTIER,0.4440221358835697,0.0346825813827107,2,aerobic,S. gordonii CH1,0.0023045346520392,9
0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,RANDOM,FRONTIER,0.2717935214936733,0.027050116771918,2,aerobic,S. gordonii CH1,0.0017727440600763,9
0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,RANDOM,FRONTIER,0.4617339792847633,0.0317703793398847,2,aerobic,S. gordonii CH1,0.0017724822136333,9
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,RANDOM,FRONTIER,0.5626173913478851,0.0271483199741685,2,aerobic,S. gordonii CH1,0.0011816548090888,9
0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,RANDOM,FRONTIER,0.3435404536128044,0.0320338273604359,2,aerobic,S. gordonii CH1,0.0418695936614087,8
1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,RANDOM,BEYOND,0.0857293485105037,0.0188509721404154,2,aerobic,S. gordonii CH1,0.0051852029670883,8
1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,RANDOM,BEYOND,0.0122371703386306,0.0059094883011734,2,aerobic,S. gordonii CH1,0.0047273174935368,8
0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,RANDOM,BEYOND,0.0,0.0082778833898997,2,aerobic,S. gordonii CH1,0.0017284009890294,8
0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,RANDOM,BEYOND,0.1027918367087841,0.006879242193453,2,aerobic,S. gordonii CH1,0.0011816548090888,8
1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,RANDOM,BEYOND,0.0687756446003913,0.0081665078038879,2,aerobic,S. gordonii CH1,0.0371632084236605,7
0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,RANDOM,BEYOND,0.2412092098593712,0.0471252997901132,2,aerobic,S. gordonii CH1,0.037050378222611,7
1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,RANDOM,FRONTIER,0.4500171175599098,0.0451124879684137,2,aerobic,S. gordonii CH1,0.0331467616486152,7
0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,RANDOM,BEYOND,0.1588473971374333,0.0176257082442929,2,aerobic,S. gordonii CH1,0.0241976138464123,7
1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,RANDOM,FRONTIER,0.2580327361822128,0.0223734188755263,2,aerobic,S. gordonii CH1,0.0236214801834025,7
0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,RANDOM,BEYOND,0.1327611088752746,0.0300491945085865,2,aerobic,S. gordonii CH1,0.0191426954150156,7
1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,RANDOM,BEYOND,0.0411794581264257,0.0065726530960939,2,aerobic,S. gordonii CH1,0.006792569340812,7
0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,RANDOM,FRONTIER,0.5146355146169662,0.0246447186752232,2,aerobic,S. gordonii CH1,0.0024700252148407,7
0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,RANDOM,BEYOND,0.1163750421255827,0.0134704053778654,2,aerobic,S. gordonii CH1,0.0017445664025586,7
0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,RANDOM,FRONTIER,0.2515861429274082,0.0348426988870049,2,aerobic,S. gordonii CH1,0.0017445664025586,7
0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,RANDOM,FRONTIER,0.549185916185379,0.0225892184451905,2,aerobic,S. gordonii CH1,1.0104641142435062,6
1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,RANDOM,FRONTIER,0.3032025718688965,0.0311313499776668,2,aerobic,S. gordonii CH1,0.7887545850668375,6
0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,RANDOM,FRONTIER,0.2533365470170974,0.0145939367383349,2,aerobic,S. gordonii CH1,0.0348639665148344,6
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,RANDOM,BEYOND,0.1790868160501122,0.0307045577009091,2,aerobic,S. gordonii CH1,0.0265021484984516,6
1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,RANDOM,FRONTIER,0.3676757028698921,0.0253727792391484,2,aerobic,S. gordonii CH1,0.0242275021543764,6
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,RANDOM,BEYOND,0.1817055574059486,0.0333194431805407,2,aerobic,S. gordonii CH1,0.01122737904715,6
