ala,arg,asn,asp,cys,glu,gln,gly,his,ile,leu,lys,met,phe,pro,ser,thr,trp,tyr,val,type,frontier_type,growth_pred,growth_pred_var,round,environment,strain,fitness,num_aa_removed
0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,RANDOM,FRONTIER,0.3568986630439758,0.0175076889108296,1,aerobic,S. gordonii CH1,0.0342445178732352,5
0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,RANDOM,BEYOND,0.249111310839653,0.0131680890089539,1,aerobic,S. gordonii CH1,0.014351081530782,5
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,RANDOM,BEYOND,0.2332202026247978,0.0128022939123865,1,aerobic,S. gordonii CH1,0.0074875207986688,5
1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,RANDOM,FRONTIER,0.2609725713729858,0.0137402860691335,1,aerobic,S. gordonii CH1,0.0059565174228134,5
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,RANDOM,FRONTIER,0.3340000957250595,0.0101493601694564,1,aerobic,S. gordonii CH1,0.0053608656805321,5
0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,RANDOM,BEYOND,0.2450735372304916,0.0104646979454048,1,aerobic,S. gordonii CH1,0.0048062481225593,5
0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,RANDOM,FRONTIER,0.2526509110629558,0.0201432525206052,1,aerobic,S. gordonii CH1,0.0047652139382507,5
0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,RANDOM,FRONTIER,0.2848459529876709,0.0147884374032292,1,aerobic,S. gordonii CH1,0.0047652139382507,5
1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,RANDOM,FRONTIER,0.3374126437306404,0.0177964219704282,1,aerobic,S. gordonii CH1,0.0043677204658901,5
0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,RANDOM,BEYOND,0.2294819219410419,0.0103826640923658,1,aerobic,S. gordonii CH1,0.0042054671072394,5
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,RANDOM,BEYOND,0.2341598822176456,0.0081740825183141,1,aerobic,S. gordonii CH1,0.0037437603993344,5
0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,RANDOM,FRONTIER,0.2675383019447326,0.0133936368795636,1,aerobic,S. gordonii CH1,0.0036046860919194,5
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,RANDOM,BEYOND,0.2380048024654388,0.0113103428187178,1,aerobic,S. gordonii CH1,0.003573910453688,5
1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,RANDOM,BEYOND,0.2284788164496421,0.0138737074639844,1,aerobic,S. gordonii CH1,0.0030039050765995,5
1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,RANDOM,FRONTIER,0.3316901487112045,0.0095790684991423,1,aerobic,S. gordonii CH1,0.0024958402662229,5
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,RANDOM,FRONTIER,0.3557445424795151,0.0120683978806951,1,aerobic,S. gordonii CH1,0.0024958402662229,5
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,RANDOM,FRONTIER,0.2734126308560371,0.0170611357351461,1,aerobic,S. gordonii CH1,0.0018718801996672,5
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,RANDOM,BEYOND,0.2473847076296806,0.0090926828066912,1,aerobic,S. gordonii CH1,0.0018718801996672,5
0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,RANDOM,FRONTIER,0.2695981773734093,0.0139334858265654,1,aerobic,S. gordonii CH1,0.0018023430459597,5
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,RANDOM,BEYOND,0.1966274510324001,0.015729766742942,1,aerobic,S. gordonii CH1,0.0018023430459597,5
1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,RANDOM,FRONTIER,0.3067699047923088,0.0238470412441422,1,aerobic,S. gordonii CH1,0.001786955226844,5
1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,RANDOM,FRONTIER,0.3683186879754066,0.0248842599201993,1,aerobic,S. gordonii CH1,0.001786955226844,5
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,RANDOM,FRONTIER,0.2896623146533966,0.0102547183774028,1,aerobic,S. gordonii CH1,0.001786955226844,5
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,RANDOM,BEYOND,0.2191046726703643,0.0112079759409213,1,aerobic,S. gordonii CH1,0.001786955226844,5
1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,RANDOM,FRONTIER,0.3051269263029098,0.0143662857961076,1,aerobic,S. gordonii CH1,0.0012479201331114,5
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,RANDOM,BEYOND,0.2430657410621643,0.0155762973711173,1,aerobic,S. gordonii CH1,0.0012479201331114,5
0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,RANDOM,FRONTIER,0.2713937198370695,0.0131843388410177,1,aerobic,S. gordonii CH1,0.0011913034845626,5
1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,RANDOM,BEYOND,0.218830953836441,0.0070065530363622,1,aerobic,S. gordonii CH1,0.0011913034845626,5
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,RANDOM,BEYOND,0.2309828361868858,0.0185875246243859,1,aerobic,S. gordonii CH1,0.0011913034845626,5
1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,RANDOM,BEYOND,0.2205108857154846,0.0117100812518857,1,aerobic,S. gordonii CH1,0.0005956517422813,5
1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,RANDOM,FRONTIER,0.293698858320713,0.012166467866897,1,aerobic,S. gordonii CH1,1.102433163112046,4
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,RANDOM,BEYOND,0.2254505312442779,0.0096301812181143,1,aerobic,S. gordonii CH1,1.0772003604686091,4
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,RANDOM,BEYOND,0.2380140498280525,0.0090561486371941,1,aerobic,S. gordonii CH1,1.0732113144758733,4
1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,RANDOM,FRONTIER,0.2837882182002068,0.0199807689441873,1,aerobic,S. gordonii CH1,1.0725873544093176,4
1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,RANDOM,FRONTIER,0.3004187297821045,0.0169102165386123,1,aerobic,S. gordonii CH1,1.0507487520798666,4
1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,RANDOM,FRONTIER,0.3311673668026924,0.0204732354151259,1,aerobic,S. gordonii CH1,1.0423905489923555,4
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,RANDOM,BEYOND,0.2222195626795292,0.0101240525304445,1,aerobic,S. gordonii CH1,1.0423905489923555,4
0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,RANDOM,BEYOND,0.2178813391923904,0.0078167569009369,1,aerobic,S. gordonii CH1,1.0177230399519377,4
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,RANDOM,BEYOND,0.2100967827439308,0.0124302176539363,1,aerobic,S. gordonii CH1,1.014559068219634,4
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,RANDOM,BEYOND,0.2366099743545055,0.006861460198518,1,aerobic,S. gordonii CH1,1.009912886752779,4
0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,RANDOM,BEYOND,0.2483971654623747,0.0112426137877472,1,aerobic,S. gordonii CH1,1.0008319467554074,4
0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,RANDOM,BEYOND,0.2310744047164917,0.0146389506715862,1,aerobic,S. gordonii CH1,0.9172212978369384,4
0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,RANDOM,FRONTIER,0.2875078934431076,0.0081553849817769,1,aerobic,S. gordonii CH1,0.9071776034944902,4
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,RANDOM,FRONTIER,0.2577598083019257,0.0120491949600745,1,aerobic,S. gordonii CH1,0.8154472351831628,4
0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,RANDOM,FRONTIER,0.2677509459853172,0.0159261625746579,1,aerobic,S. gordonii CH1,0.249578080015884,4
1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,RANDOM,BEYOND,0.2307378703355789,0.0085408106015529,1,aerobic,S. gordonii CH1,0.0648843496545509,4
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,RANDOM,FRONTIER,0.2867688862234354,0.0238994692705399,1,aerobic,S. gordonii CH1,0.0586522462562395,4
0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,RANDOM,BEYOND,0.2408657023310661,0.0106201038600824,1,aerobic,S. gordonii CH1,0.0565869155167278,4
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,RANDOM,FRONTIER,0.2804210355877876,0.0114047529113376,1,aerobic,S. gordonii CH1,0.0517886855241264,4
0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,RANDOM,FRONTIER,0.2712947726249695,0.0079220997739014,1,aerobic,S. gordonii CH1,0.0440782289288196,4
1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,RANDOM,FRONTIER,0.2956400243937969,0.0186228870722311,1,aerobic,S. gordonii CH1,0.0168469217970049,4
1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,RANDOM,BEYOND,0.2312116685509681,0.0154616355619186,1,aerobic,S. gordonii CH1,0.0074875207986688,4
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,RANDOM,FRONTIER,0.282338764667511,0.0179462533900529,1,aerobic,S. gordonii CH1,0.0062396006655574,4
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,RANDOM,BEYOND,0.2230759741365909,0.0166617704063845,1,aerobic,S. gordonii CH1,0.0054070291378792,4
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,RANDOM,BEYOND,0.2269191750884056,0.012028931742593,1,aerobic,S. gordonii CH1,0.0049916805324459,4
0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,RANDOM,FRONTIER,0.2711433978378773,0.012639877235194,1,aerobic,S. gordonii CH1,0.0047652139382507,4
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,RANDOM,BEYOND,0.2499132418632507,0.0102917774665758,1,aerobic,S. gordonii CH1,0.0047652139382507,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,RANDOM,BEYOND,0.2251861245930194,0.0070849169001214,1,aerobic,S. gordonii CH1,0.0047652139382507,4
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,RANDOM,BEYOND,0.2335576170682907,0.0087903165955616,1,aerobic,S. gordonii CH1,0.0043677204658901,4
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,RANDOM,FRONTIER,0.2806627821922302,0.0142479839136975,1,aerobic,S. gordonii CH1,0.0042054671072394,4
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,RANDOM,FRONTIER,0.2930420786142349,0.0144379661584667,1,aerobic,S. gordonii CH1,0.0041695621959694,4
1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,RANDOM,FRONTIER,0.252312062382698,0.0158776751480745,1,aerobic,S. gordonii CH1,0.0024958402662229,4
1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,RANDOM,FRONTIER,0.3343547511100769,0.0134720596238449,1,aerobic,S. gordonii CH1,0.0023826069691253,4
0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,RANDOM,BEYOND,0.2425312578678131,0.0065387336158698,1,aerobic,S. gordonii CH1,0.0018718801996672,4
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,RANDOM,BEYOND,0.2288087740540504,0.0062129711619409,1,aerobic,S. gordonii CH1,0.0018718801996672,4
1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,RANDOM,BEYOND,0.2310120970010757,0.0125139885789944,1,aerobic,S. gordonii CH1,0.0018718801996672,4
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,RANDOM,BEYOND,0.2391662681102752,0.0115309440398073,1,aerobic,S. gordonii CH1,0.0018718801996672,4
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,RANDOM,BEYOND,0.2446101027727127,0.0127705840505978,1,aerobic,S. gordonii CH1,0.0018023430459597,4
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,RANDOM,BEYOND,0.2450954565405845,0.0101846142410918,1,aerobic,S. gordonii CH1,0.0018023430459597,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,RANDOM,FRONTIER,0.2623627315461636,0.0114214301259816,1,aerobic,S. gordonii CH1,0.0018023430459597,4
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,RANDOM,BEYOND,0.2101324136555195,0.0120366918891971,1,aerobic,S. gordonii CH1,0.001786955226844,4
1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,RANDOM,BEYOND,0.2175405217707157,0.0145418519471341,1,aerobic,S. gordonii CH1,0.001786955226844,4
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,RANDOM,BEYOND,0.2359282487630844,0.0072339683277725,1,aerobic,S. gordonii CH1,0.001786955226844,4
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,RANDOM,BEYOND,0.2333836957812309,0.0081450845658575,1,aerobic,S. gordonii CH1,0.0012479201331114,4
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,RANDOM,BEYOND,0.2350549256801605,0.0116204836064985,1,aerobic,S. gordonii CH1,0.0012479201331114,4
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,RANDOM,BEYOND,0.248813978433609,0.0151765950479244,1,aerobic,S. gordonii CH1,0.0012479201331114,4
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,RANDOM,FRONTIER,0.2724713993072509,0.0121005713063109,1,aerobic,S. gordonii CH1,0.0012479201331114,4
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,RANDOM,BEYOND,0.2061252108216285,0.0118202845011866,1,aerobic,S. gordonii CH1,0.0012015620306398,4
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,RANDOM,FRONTIER,0.2850664922595024,0.015265650659618,1,aerobic,S. gordonii CH1,0.0012015620306398,4
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,RANDOM,FRONTIER,0.2822844153642654,0.0123307757989962,1,aerobic,S. gordonii CH1,0.0012015620306398,4
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,RANDOM,BEYOND,0.239994426369667,0.0083706167322649,1,aerobic,S. gordonii CH1,0.0012015620306398,4
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,RANDOM,FRONTIER,0.3058855381608009,0.0083072780004506,1,aerobic,S. gordonii CH1,0.0012015620306398,4
0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,RANDOM,BEYOND,0.2333471824228763,0.0106496244339561,1,aerobic,S. gordonii CH1,0.0011913034845626,4
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,RANDOM,BEYOND,0.2355987194180488,0.0146868190933782,1,aerobic,S. gordonii CH1,0.0011913034845626,4
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,RANDOM,BEYOND,0.2393750122189522,0.0175432202398388,1,aerobic,S. gordonii CH1,0.0011913034845626,4
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,RANDOM,BEYOND,0.2250581213831901,0.0168593403305817,1,aerobic,S. gordonii CH1,0.0006239600665557,4
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,RANDOM,FRONTIER,0.2727698418498039,0.0125151887309595,1,aerobic,S. gordonii CH1,1.1204565935716433,3
1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,RANDOM,BEYOND,0.220040428340435,0.0131928762482034,1,aerobic,S. gordonii CH1,1.0715774843641417,3
0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,RANDOM,BEYOND,0.2438488330692053,0.0078592702530053,1,aerobic,S. gordonii CH1,1.0588602329450914,3
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,RANDOM,FRONTIER,0.2501496323943138,0.0077404634480564,1,aerobic,S. gordonii CH1,1.0560905390648263,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,RANDOM,BEYOND,0.2082954344153404,0.0093982168922992,1,aerobic,S. gordonii CH1,1.0507296733842946,3
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,RANDOM,FRONTIER,0.2890430781245232,0.0169278172615459,1,aerobic,S. gordonii CH1,1.047751414672888,3
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,RANDOM,FRONTIER,0.2879079082608223,0.0204786293778898,1,aerobic,S. gordonii CH1,1.0321417843196157,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,RANDOM,FRONTIER,0.2849503987282514,0.0111650254460131,1,aerobic,S. gordonii CH1,1.02828618968386,3
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,RANDOM,BEYOND,0.2463690610229969,0.0136139621749752,1,aerobic,S. gordonii CH1,1.0209470862702272,3
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,RANDOM,FRONTIER,0.2648078349232673,0.0086546029581047,1,aerobic,S. gordonii CH1,1.0132036136205698,3
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,RANDOM,FRONTIER,0.2595893843472004,0.0124778425156024,1,aerobic,S. gordonii CH1,1.0123160108140583,3
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,RANDOM,BEYOND,0.2078177620470523,0.0089499446892847,1,aerobic,S. gordonii CH1,1.012012310136007,3
0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,RANDOM,BEYOND,0.2471696707606315,0.0086010331748845,1,aerobic,S. gordonii CH1,0.9971210165789736,3
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,RANDOM,FRONTIER,0.2703653067350388,0.0124846957004935,1,aerobic,S. gordonii CH1,0.996525364836692,3
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,RANDOM,BEYOND,0.2187667149305343,0.0076743315703883,1,aerobic,S. gordonii CH1,0.9864808652246254,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,RANDOM,BEYOND,0.2459219562262296,0.0095273259566978,1,aerobic,S. gordonii CH1,0.9777454242928452,3
0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,RANDOM,FRONTIER,0.2572171980142593,0.0120793544240117,1,aerobic,S. gordonii CH1,0.9762691498948636,3
0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,RANDOM,BEYOND,0.188491089195013,0.0097660618363305,1,aerobic,S. gordonii CH1,0.9703166881763128,3
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,RANDOM,BEYOND,0.2337806075811386,0.009462891270604,1,aerobic,S. gordonii CH1,0.9642535295884652,3
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,RANDOM,FRONTIER,0.2578349220752716,0.0077052833189083,1,aerobic,S. gordonii CH1,0.905990016638935,3
0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,RANDOM,FRONTIER,0.2913158324360847,0.0089277235478649,1,aerobic,S. gordonii CH1,0.894562931811355,3
1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,RANDOM,FRONTIER,0.2930056124925613,0.0247792091827209,1,aerobic,S. gordonii CH1,0.1659733777038269,3
1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,RANDOM,FRONTIER,0.284627636373043,0.0148667562461459,1,aerobic,S. gordonii CH1,0.0750521195274496,3
0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,RANDOM,BEYOND,0.2306844848394394,0.0097616919886305,1,aerobic,S. gordonii CH1,0.0661173433932294,3
0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,RANDOM,FRONTIER,0.2680773739516735,0.0167146447008674,1,aerobic,S. gordonii CH1,0.0636827876239111,3
1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,RANDOM,FRONTIER,0.3076982203125953,0.0158870745923044,1,aerobic,S. gordonii CH1,0.0612796635626314,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,RANDOM,BEYOND,0.2255528515577316,0.0091885527907417,1,aerobic,S. gordonii CH1,0.0077434726496575,3
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,RANDOM,BEYOND,0.2456505155563354,0.0158341207761787,1,aerobic,S. gordonii CH1,0.006608591168519,3
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,RANDOM,FRONTIER,0.3080161792039871,0.0139120420775197,1,aerobic,S. gordonii CH1,0.0059565174228134,3
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,RANDOM,BEYOND,0.2492940570414066,0.0075500187252408,1,aerobic,S. gordonii CH1,0.0054070291378792,3
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,RANDOM,FRONTIER,0.2887470948696136,0.0150949632513125,1,aerobic,S. gordonii CH1,0.0049916805324459,3
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,RANDOM,FRONTIER,0.313480287194252,0.0083177747194346,1,aerobic,S. gordonii CH1,0.0049916805324459,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,RANDOM,BEYOND,0.2163178558647632,0.008209919348355,1,aerobic,S. gordonii CH1,0.0049916805324459,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,RANDOM,BEYOND,0.2070058614015579,0.0094340440963437,1,aerobic,S. gordonii CH1,0.0048062481225593,3
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,RANDOM,FRONTIER,0.2616056880354881,0.0155380871258788,1,aerobic,S. gordonii CH1,0.0047652139382507,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,RANDOM,FRONTIER,0.2847272354364395,0.0081185356188955,1,aerobic,S. gordonii CH1,0.0047652139382507,3
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,RANDOM,FRONTIER,0.3085105302929878,0.0102121873432706,1,aerobic,S. gordonii CH1,0.0042054671072394,3
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,RANDOM,FRONTIER,0.3015634089708328,0.0077433533621944,1,aerobic,S. gordonii CH1,0.003573910453688,3
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,RANDOM,FRONTIER,0.2740205574035644,0.010274923219303,1,aerobic,S. gordonii CH1,0.0024031240612796,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,RANDOM,FRONTIER,0.2570479375123977,0.011052677864697,1,aerobic,S. gordonii CH1,0.0023826069691253,3
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,RANDOM,FRONTIER,0.3141952794790268,0.011631900460082,1,aerobic,S. gordonii CH1,0.0018718801996672,3
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,RANDOM,BEYOND,0.2473098140954971,0.0114749606817487,1,aerobic,S. gordonii CH1,0.0018718801996672,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,RANDOM,FRONTIER,0.2800552463531494,0.0105624773373054,1,aerobic,S. gordonii CH1,0.0018718801996672,3
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,RANDOM,FRONTIER,0.2653679466247559,0.0129562821162996,1,aerobic,S. gordonii CH1,0.0018718801996672,3
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,RANDOM,FRONTIER,0.2748548689484596,0.0101382757434006,1,aerobic,S. gordonii CH1,0.0018718801996672,3
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,RANDOM,BEYOND,0.2350648984313011,0.0115102447513434,1,aerobic,S. gordonii CH1,0.0018023430459597,3
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,RANDOM,BEYOND,0.2113860531896352,0.0140551326810054,1,aerobic,S. gordonii CH1,0.0018023430459597,3
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,RANDOM,FRONTIER,0.2678101414442062,0.0100760519398178,1,aerobic,S. gordonii CH1,0.0018023430459597,3
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,RANDOM,FRONTIER,0.2687771701812744,0.0111628498630031,1,aerobic,S. gordonii CH1,0.0018023430459597,3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,RANDOM,FRONTIER,0.2611493751406669,0.0079346382700442,1,aerobic,S. gordonii CH1,0.0018023430459597,3
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,RANDOM,BEYOND,0.2447771462798118,0.0108800214523464,1,aerobic,S. gordonii CH1,0.0018023430459597,3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,RANDOM,FRONTIER,0.2940811467170715,0.0078833998170715,1,aerobic,S. gordonii CH1,0.001786955226844,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,RANDOM,BEYOND,0.2269822305440902,0.0109716245761102,1,aerobic,S. gordonii CH1,0.001786955226844,3
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,RANDOM,BEYOND,0.2493299195170402,0.0112742064762763,1,aerobic,S. gordonii CH1,0.0012479201331114,3
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,RANDOM,BEYOND,0.2333288368582725,0.009845728000513,1,aerobic,S. gordonii CH1,0.0012479201331114,3
